record_id,rhythm,start_sample,end_sample,start_s,end_s,duration_s,noise_s_inside,contains_noise
614,N,44346,64923,177.384,259.692,82.308,0.0,False
614,B,64923,67192,259.692,268.768,9.076,0.0,False
614,N,67192,110403,268.768,441.612,172.844,0.0,False
614,B,110403,116403,441.612,465.612,24.0,0.0,False
614,N,116403,127403,465.612,509.612,44.0,0.0,False
614,B,127403,134288,509.612,537.152,27.54,0.0,False
614,N,134288,163788,537.152,655.152,118.0,0.0,False
614,B,163788,167365,655.152,669.46,14.308,0.0,False
614,N,167365,199115,669.46,796.46,127.0,0.0,False
614,B,199115,204519,796.46,818.076,21.616,0.0,False
614,N,204519,313865,818.076,1255.46,437.384,0.0,False
614,B,313865,315115,1255.46,1260.46,5.0,0.0,False
614,N,315115,324019,1260.46,1296.076,35.616,0.0,False
614,B,324019,326115,1296.076,1304.46,8.384,0.0,False
614,N,326115,341365,1304.46,1365.46,61.0,0.0,False
614,B,341365,355942,1365.46,1423.768,58.308,0.0,False
614,VT,355942,525000,1423.768,2100.0,676.232,0.0,False
615,UNLABELED_START,0,38,0.0,0.152,0.152,0.0,False
615,AFIB,38,81711,0.152,326.844,326.692,0.0,False
615,VT,81711,82711,326.844,330.844,4.0,0.0,False
615,AFIB,82711,126961,330.844,507.844,177.0,0.0,False
615,VT,126961,128211,507.844,512.844,5.0,0.0,False
615,AFIB,128211,151346,512.844,605.384,92.54,0.0,False
615,VT,151346,155596,605.384,622.384,17.0,0.0,False
615,AFIB,155596,278538,622.384,1114.152,491.768,0.0,False
615,VT,278538,279519,1114.152,1118.076,3.924,0.0,False
615,AFIB,279519,503384,1118.076,2013.536,895.46,0.0,False
615,VT,503384,504634,2013.536,2018.536,5.0,0.0,False
615,AFIB,504634,525000,2018.536,2100.0,81.464,0.0,False
